locationid,objectid,title,TypesofArt,constituentid,displaydate,forwarddisplayname,preferreddisplayname,displaydate_x,nationality,visualbrowsernationality,displayorder,roletype,role,prefix,suffix,displaydate_y,beginyear,endyear,country,medium,creditline,dimensions,site,room,publicaccess,description,unitposition,iiifurl,iiifthumburl
4769,123545,"Luis Manuel Fernandez de Portocarrero, 1629-1709, Cardinal 1669, Archbishop of Toledo 1677, Viceroy of Sicily 1677-1678 [obverse]",Sculpture,10052,1678,Giovanni Martino Hamerani,"Hamerani, Giovanni Martino","Roman, 1646 - 1705",Italian,Italian,1,artist,medalist,,,,,,,bronze,"Gift of Ted Dalziel, Jr., in honor of his parents, Mary Morris Dalziel and George T. Dalziel, Col., USAF, Ret.","overall (diameter): 4.7 cm (1 7/8 in.)
gross weight: 43.68 gr (0.096 lb.)
axis: 12:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/585c67e7-ba88-432a-a4e1-c914a49bfca2,"https://api.nga.gov/iiif/585c67e7-ba88-432a-a4e1-c914a49bfca2/full/!200,200/0/default.jpg"
4769,123546,Allegorical Monument to the Liberation of Messina [reverse],Sculpture,10052,1678,Giovanni Martino Hamerani,"Hamerani, Giovanni Martino","Roman, 1646 - 1705",Italian,Italian,1,artist,medalist,,,,,,,bronze,"Gift of Ted Dalziel, Jr., in honor of his parents, Mary Morris Dalziel and George T. Dalziel, Col., USAF, Ret.","overall (diameter): 4.7 cm (1 7/8 in.)
gross weight: 43.68 gr (0.096 lb.)
axis: 12:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/4144ca3d-bd38-4c14-85c7-a33530f0e09a,"https://api.nga.gov/iiif/4144ca3d-bd38-4c14-85c7-a33530f0e09a/full/!200,200/0/default.jpg"
4769,108156,Armed Britannia Surveying Her Navies [reverse],Sculpture,5974,1667,Jan Roettiers,"Roettiers, Jan","Flemish, 1631 - 1703",Flemish,Flemish,1,artist,medalist,,,,,,,silver,Gift of Lisa and Leonard Baskin,"overall (diameter): 5.67 cm (2 1/4 in.)
gross weight: 75.78 gr (0.167 lb.)
axis: 12:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/41bda3db-8ff9-40ad-be63-9935bbcc53e0,"https://api.nga.gov/iiif/41bda3db-8ff9-40ad-be63-9935bbcc53e0/full/!200,200/0/default.jpg"
4769,108158,Ten-Headed Monster Preying on Two Nude Bodies [reverse],Sculpture,23139,1672,Pierre Aury,"Aury, Pierre","Dutch, active 1672",Dutch,Dutch,1,artist,medalist,,,,,,,silver,Gift of Lisa and Leonard Baskin,"overall (diameter): 7.27 cm (2 7/8 in.)
gross weight: 113.46 gr (0.25 lb.)
axis: 12:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/14f929be-f0a9-4e5b-8288-75adbbe99e4b,"https://api.nga.gov/iiif/14f929be-f0a9-4e5b-8288-75adbbe99e4b/full/!200,200/0/default.jpg"
4769,108161,"Prince Charles Edward Stuart, 1720-1788 (The Young Pretender, Bonnie Prince Charlie) [obverse]",Sculpture,20733,1729,Ottone Hamerani,"Hamerani, Ottone","Roman, 1694 - 1761",Italian,Italian,1,artist,medalist,,,,,,,bronze,Gift of Lisa and Leonard Baskin,"overall (diameter): 4.19 cm (1 5/8 in.)
gross weight: 29.21 gr (0.064 lb.)
axis: 12:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/e46ba7ec-469f-495f-ad3a-714f9c2e00ea,"https://api.nga.gov/iiif/e46ba7ec-469f-495f-ad3a-714f9c2e00ea/full/!200,200/0/default.jpg"
4769,108162,"Prince Henry Stuart, 1725-1807, Cardinal of York 1747 [reverse]",Sculpture,20733,1729,Ottone Hamerani,"Hamerani, Ottone","Roman, 1694 - 1761",Italian,Italian,1,artist,medalist,,,,,,,bronze,Gift of Lisa and Leonard Baskin,"overall (diameter): 4.19 cm (1 5/8 in.)
gross weight: 29.21 gr (0.064 lb.)
axis: 12:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/af1856b0-b471-41f9-888b-3146f670a1bc,"https://api.nga.gov/iiif/af1856b0-b471-41f9-888b-3146f670a1bc/full/!200,200/0/default.jpg"
4769,108164,"The Duke as Hercules, Overcoming Discord and Raising Britannia [reverse]",Sculpture,23141,1746,Richard Yeo,"Yeo, Richard","British, c. 1710 - 1779",British,British,1,artist,medalist,,,,,,,silver,Gift of Lisa and Leonard Baskin,"overall (diameter): 5.09 cm (2 in.)
gross weight: 54.48 gr (0.12 lb.)
axis: 12:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/4a543d33-40fd-447d-a46e-cdc077e023e8,"https://api.nga.gov/iiif/4a543d33-40fd-447d-a46e-cdc077e023e8/full/!200,200/0/default.jpg"
4769,75513,The Forge of Vulcan,Sculpture,9776,1573,Master AZ,Master AZ,"South German, active third quarter 16th century",South German,Other,1,artist,sculptor,,,,,,,lead,"Gift of his family in memory of C. McKenzie Lewis, Jr.",overall (diameter): 17 cm (6 11/16 in.),West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/6bd89374-9b68-4b5b-87bc-de09ec6ac440,"https://api.nga.gov/iiif/6bd89374-9b68-4b5b-87bc-de09ec6ac440/full/!200,200/0/default.jpg"
4769,76314,"Louis XIII, 1601-1643, King of France 1610 [obverse]",Sculpture,9897,1624,Pierre Regnier,"Regnier, Pierre","French, c. 1577 - 1640",French,French,1,artist,medalist,,,,,,,gilded bronze,Gift of Lisa and Leonard Baskin,"overall (diameter): 3.26 cm (1 5/16 in.)
gross weight: 19.76 gr (0.044 lb.)
axis: 12:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/24c81d6a-1974-4bf4-96bf-e9e2eba9099d,"https://api.nga.gov/iiif/24c81d6a-1974-4bf4-96bf-e9e2eba9099d/full/!200,200/0/default.jpg"
4769,76316,A Putto Symbolizing the Muse Erato,Sculpture,4110,c. 1540,Peter Flötner,"Flötner, Peter","German, c. 1485 - 1546",German,German,1,artist,sculptor,Attributed to,,,,,,lead,Gift of Lisa and Leonard Baskin,overall: 5.3 x 3.8 cm (2 1/16 x 1 1/2 in.),West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/1f24e9a1-0a2e-49ff-9b4e-83f6a1d44e67,"https://api.nga.gov/iiif/1f24e9a1-0a2e-49ff-9b4e-83f6a1d44e67/full/!200,200/0/default.jpg"
4769,76317,"Saint John Composing ""Revelation"" on Patmos",Sculpture,9898,1570s,Master H.G.,Master H.G.,"German, c. 1538 - 1603",German,German,1,artist,artist,,,,,,,lead,Gift of Lisa and Leonard Baskin,overall (diameter): 12.9 cm (5 1/16 in.),West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/1763786d-43bb-4fab-ace0-716702c5ca75,"https://api.nga.gov/iiif/1763786d-43bb-4fab-ace0-716702c5ca75/full/!200,200/0/default.jpg"
4769,76326,Uniting Europe [reverse],Sculpture,9902,1705,Johann Georg Seidlitz,"Seidlitz, Johann Georg","Austrian, active c. 1699 - c. 1730",Austrian,Austrian,1,artist,medalist,Possibly,,,,,,cast silver,Gift of Lisa and Leonard Baskin,"overall (diameter): 5.85 cm (2 5/16 in.)
gross weight: 68.75 gr (0.152 lb.)
axis: 12:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/e8a1207b-9d0c-404b-8562-2faa42386c9c,"https://api.nga.gov/iiif/e8a1207b-9d0c-404b-8562-2faa42386c9c/full/!200,200/0/default.jpg"
4769,44140,A Triumph,Sculpture,8294,late 15th - early 16th century,North Italian 15th Century,North Italian 15th Century,,Italian,Italian,1,artist,artist,,,,,,,bronze//Medium brown patina,Samuel H. Kress Collection,overall (trapezoidal): 4.7 x 6.2 cm (1 7/8 x 2 7/16 in.) gross weight: 60 gr,West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/5c3c67ae-a22b-4a01-9657-21ef3a9bdafe,"https://api.nga.gov/iiif/5c3c67ae-a22b-4a01-9657-21ef3a9bdafe/full/!200,200/0/default.jpg"
4769,1353,Busts of Man and Woman,Sculpture,8350,c. 1600,Netherlandish 17th Century,Netherlandish 17th Century,,Netherlandish,Netherlandish,1,artist,artist,,,,,,,bronze,Widener Collection,overall (from top loop): 10 x 5.4 cm (3 15/16 x 2 1/8 in.) gross weight: 59 gr,West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/1cabc854-3eca-46c0-9693-3986e039f417,"https://api.nga.gov/iiif/1cabc854-3eca-46c0-9693-3986e039f417/full/!200,200/0/default.jpg"
4769,1354,Ecce Homo,Sculpture,2835,second half 16th century,German 16th Century,German 16th Century,,German,German,1,artist,sculptor,,,,,,,gilded copper,Widener Collection,overall: 6 x 8.3 cm (2 3/8 x 3 1/4 in.) gross weight: 36 gr,West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/1c8c4a96-7108-41d8-9a1c-93523a4bd815,"https://api.nga.gov/iiif/1c8c4a96-7108-41d8-9a1c-93523a4bd815/full/!200,200/0/default.jpg"
4769,110707,Abraham Welcoming the Three Angels,Sculpture,4110,c. 1525/1535,Peter Flötner,"Flötner, Peter","German, c. 1485 - 1546",German,German,1,artist,medalist,,,,,,,lead,Gift of Lisa and Leonard Baskin,overall: 5.7 x 10.9 cm (2 1/4 x 4 5/16 in.),West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/12ca6eb6-8996-49e8-aa6a-f9c0ed5f238e,"https://api.nga.gov/iiif/12ca6eb6-8996-49e8-aa6a-f9c0ed5f238e/full/!200,200/0/default.jpg"
4769,44275,A Decorative Plaque,Sculpture,2829,16th century,French 16th Century,French 16th Century,,French,French,1,artist,sculptor,Probably,,,,,,gilded bronze,Samuel H. Kress Collection,overall: 3.3 x 10.5 cm (1 5/16 x 4 1/8 in.) gross weight: 43 gr,West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/2f948a10-dc08-4a4c-a6ee-5e6656412810,"https://api.nga.gov/iiif/2f948a10-dc08-4a4c-a6ee-5e6656412810/full/!200,200/0/default.jpg"
4769,44280,The Angel Gabriel,Sculpture,8342,late 15th - early 16th century,Anonymous Flemish 15th Century,Anonymous Flemish 15th Century,,Flemish,Flemish,1,artist,artist,,,,,,,gilded bronze,Samuel H. Kress Collection,overall (silhouetted contour): 6 x 3.5 cm (2 3/8 x 1 3/8 in.) gross weight: 33 gr,West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/651299d1-b405-4a2d-8d21-738168d14b29,"https://api.nga.gov/iiif/651299d1-b405-4a2d-8d21-738168d14b29/full/!200,200/0/default.jpg"
4769,44285,Orpheus and Eurydice,Sculpture,2292,c. 1515,Peter Vischer the Younger,"Vischer the Younger, Peter","German, 1487 - 1528",German,German,1,artist,sculptor,,,,,,,bronze//Black lacquer (slightly rubbed on raised areas) over medium brown bronze,Samuel H. Kress Collection,overall: 19.3 x 14.9 cm (7 5/8 x 5 7/8 in.) gross weight: 1129 gr,West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/4ef5d40f-7b2c-4295-809e-a57f9dda2636,"https://api.nga.gov/iiif/4ef5d40f-7b2c-4295-809e-a57f9dda2636/full/!200,200/0/default.jpg"
4769,62622,"The Maryland Medal: Cecil Calvert, 1605-1675, 2nd Baron of Baltimore 1632, 1st Lord Proprietary of Maryland and Avalon [obverse]",Sculpture,2824,1644,British 17th Century,British 17th Century,,English,English,1,artist,artist,,,,,,,silver,Gift of Paul Mellon,"overall (diameter): 4.76 cm (1 7/8 in.)
gross weight: 25.01 gr (0.055 lb.)
axis: 12:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/77177199-6baf-40f5-90f9-cc94938076f1,"https://api.nga.gov/iiif/77177199-6baf-40f5-90f9-cc94938076f1/full/!200,200/0/default.jpg"
4769,62623,"The Maryland Medal: Anne Arundell of Wardour, c. 1610-1649, Countess of the Holy Roman Empire, Wife of Lord Cecil Calvert 1628, Baroness of Baltimore 1632 [reverse]",Sculpture,2824,1644,British 17th Century,British 17th Century,,English,English,1,artist,artist,,,,,,,silver,Gift of Paul Mellon,"overall (diameter): 4.76 cm (1 7/8 in.)
gross weight: 25.01 gr (0.055 lb.)
axis: 12:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/d00dbf0f-11aa-4b29-99e6-eb5b4134a243,"https://api.nga.gov/iiif/d00dbf0f-11aa-4b29-99e6-eb5b4134a243/full/!200,200/0/default.jpg"
4769,110726,"Henri IV, 1553-1610, King of France 1589",Sculpture,2091,1607,Guillaume Dupré,"Dupré, Guillaume","French, c. 1574 - 1642",French,French,1,artist,medalist,,,,,,,bronze,Gift of Lisa and Leonard Baskin,"overall (diameter): 16.5 cm (6 1/2 in.)
gross weight: 314.47 gr (0.693 lb.)",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/616033f2-04a0-4118-a676-43967c31ea48,"https://api.nga.gov/iiif/616033f2-04a0-4118-a676-43967c31ea48/full/!200,200/0/default.jpg"
4769,44286,Fortitude,Sculpture,4110,1540 or before,Peter Flötner,"Flötner, Peter","German, c. 1485 - 1546",German,German,1,artist,artist,,,,,,,bronze//Dark brown patina,Samuel H. Kress Collection,overall: 7.9 x 5.5 cm (3 1/8 x 2 3/16 in.) gross weight: 40 gr,West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/b2a6e595-a33f-41d7-b6d3-2b5cef4325d4,"https://api.nga.gov/iiif/b2a6e595-a33f-41d7-b6d3-2b5cef4325d4/full/!200,200/0/default.jpg"
4769,44287,Thalia,Sculpture,4110,1545 or before,Peter Flötner,"Flötner, Peter","German, c. 1485 - 1546",German,German,1,artist,artist,,,,,,,bronze//Dark brown patina,Samuel H. Kress Collection,overall: 7.4 x 5 cm (2 15/16 x 1 15/16 in.) gross weight: 55 gr,West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/2cf7f65a-7257-4add-aed4-903fcaed5b5f,"https://api.nga.gov/iiif/2cf7f65a-7257-4add-aed4-903fcaed5b5f/full/!200,200/0/default.jpg"
4769,44288,A Victorious Warrior,Sculpture,4110,1543 or before,Peter Flötner,"Flötner, Peter","German, c. 1485 - 1546",German,German,1,artist,artist,,,,,,,bronze//Light brown patina,Samuel H. Kress Collection,overall: 5.3 x 4 cm (2 1/16 x 1 9/16 in.) gross weight: 35 gr,West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/c63adedf-8b86-48ce-b575-c7c0384b9bd6,"https://api.nga.gov/iiif/c63adedf-8b86-48ce-b575-c7c0384b9bd6/full/!200,200/0/default.jpg"
4769,44289,Allegorical Scene,Sculpture,4110,,Peter Flötner,"Flötner, Peter","German, c. 1485 - 1546",German,German,1,artist,artist,,,,,,,gilded bronze,Samuel H. Kress Collection,overall: 5.7 x 8.5 cm (2 1/4 x 3 3/8 in.) gross weight: 78 gr,West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/c404c9fb-c1a3-4ccb-afe7-92490fd2a80f,"https://api.nga.gov/iiif/c404c9fb-c1a3-4ccb-afe7-92490fd2a80f/full/!200,200/0/default.jpg"
4769,110729,"Frederick III, 1609-1670, King of Denmark and Norway 1648 [obverse]",Sculpture,23759,c. 1648,Master H.L.T.,Master H.L.T.,"Danish, mid 17th century",Danish,Danish,1,artist,medalist,,,,,,,silver,Gift of Lisa and Leonard Baskin,"overall (oval): 4.2 x 3.5 cm (1 11/16 x 1 3/8 in.)
gross weight: 11.8 gr (0.026 lb.)
axis: 12:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/21b96fd0-e174-49a6-97f2-34ec3973a58f,"https://api.nga.gov/iiif/21b96fd0-e174-49a6-97f2-34ec3973a58f/full/!200,200/0/default.jpg"
4769,110730,"Sophia Amelia, 1628-1685, Wife of Frederick III 1643 [reverse]",Sculpture,23759,c. 1648,Master H.L.T.,Master H.L.T.,"Danish, mid 17th century",Danish,Danish,1,artist,medalist,,,,,,,silver,Gift of Lisa and Leonard Baskin,"overall (oval): 4.2 x 3.5 cm (1 11/16 x 1 3/8 in.)
gross weight: 11.8 gr (0.026 lb.)
axis: 12:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/a1f8995e-5d0e-4d91-9e25-39e7c5cff41f,"https://api.nga.gov/iiif/a1f8995e-5d0e-4d91-9e25-39e7c5cff41f/full/!200,200/0/default.jpg"
4769,110731,"Cardinal Jules Mazarin, 1602-1661, Prime Minister of France 1643 [obverse]",Sculpture,2295,1660,Jean Warin,"Warin, Jean","Flemish, 1607 - 1672",Flemish,Flemish,1,artist,medalist,,,,,,,bronze,Gift of Lisa and Leonard Baskin,"overall (diameter): 5.3 cm (2 1/16 in.)
gross weight: 60.15 gr (0.133 lb.)
axis: 12:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/8cd60d5e-bcd1-4ada-a4bf-67eb78351aac,"https://api.nga.gov/iiif/8cd60d5e-bcd1-4ada-a4bf-67eb78351aac/full/!200,200/0/default.jpg"
4769,110732,The Peace of the Pyrenees [reverse],Sculpture,2295,1660,Jean Warin,"Warin, Jean","Flemish, 1607 - 1672",Flemish,Flemish,1,artist,medalist,,,,,,,bronze,Gift of Lisa and Leonard Baskin,"overall (diameter): 5.3 cm (2 1/16 in.)
gross weight: 60.15 gr (0.133 lb.)
axis: 12:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/d5cf9edf-7968-4f9f-828a-9f2b734da543,"https://api.nga.gov/iiif/d5cf9edf-7968-4f9f-828a-9f2b734da543/full/!200,200/0/default.jpg"
4769,161665,Wild Strawberries and a Carnation in a Wan-Li Bowl,Painting,37716,c. 1620,Jacob van Hulsdonck,"Hulsdonck, Jacob van","Flemish, 1582 - 1647",Flemish,Flemish,1,artist,artist,,,,,,,oil on copper,The Lee and Juliet Folger Fund,"overall (copper panel): 28.3 × 36.2 cm (11 1/8 × 14 1/4 in.)
overall (with wood strip edges): 29.6 × 37.3 cm (11 5/8 × 14 11/16 in.)",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/1bbb9eaf-15eb-4cce-b602-62b0d7b618b1,"https://api.nga.gov/iiif/1bbb9eaf-15eb-4cce-b602-62b0d7b618b1/full/!200,200/0/default.jpg"
4769,98137,Midas Misjudging the Contest between Apollo and Marsyas,Sculpture,20182,1632,Hans Christiaens,"Christiaens, Hans","Dutch, c. 1598(?) - 1634",Dutch,Dutch,1,artist,artist,,,,,,,bronze,Gift of Lisa and Leonard Baskin,"design size (diameter): 19.7 cm (7 3/4 in.)
overall (diameter): 21.5 cm (8 7/16 in.)
gross weight: 864.8 gr (0.865 kg)",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/20bd9c12-777e-41a0-a732-5c90fe383ebe,"https://api.nga.gov/iiif/20bd9c12-777e-41a0-a732-5c90fe383ebe/full/!200,200/0/default.jpg"
4769,45301,"Henri IV, 1553-1610, King of France 1589, and Marie de' Medici, 1573-1642, His Wife 1600 [obverse]",Sculpture,2091,1603,Guillaume Dupré,"Dupré, Guillaume","French, c. 1574 - 1642",French,French,1,artist,artist,,,,,,,gilded bronze//With loop,Samuel H. Kress Collection,"overall (height with suspension loop): 7.55 cm (3 in.)
overall (diameter without loop): 6.79 cm (2 11/16 in.)
gross weight: 71.25 gr (0.157 lb.)
axis: 12:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/e8a9aa06-fa9e-4010-8544-b20fa429393b,"https://api.nga.gov/iiif/e8a9aa06-fa9e-4010-8544-b20fa429393b/full/!200,200/0/default.jpg"
4769,45304,Lion and Fury with Torches [reverse],Sculpture,2091,1607,Guillaume Dupré,"Dupré, Guillaume","French, c. 1574 - 1642",French,French,1,artist,artist,,,,,,,bronze,Samuel H. Kress Collection,"overall (height with suspension loop): 7.55 cm (3 in.)
overall (diameter without loop): 6.79 cm (2 11/16 in.)
gross weight: 71.25 gr (0.157 lb.)
axis: 12:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/dc85fbe0-fc75-4574-ae95-e5990f81ac1f,"https://api.nga.gov/iiif/dc85fbe0-fc75-4574-ae95-e5990f81ac1f/full/!200,200/0/default.jpg"
4769,45306,"Louis XIII, 1601-1643, King of France 1610 [obverse]",Sculpture,2091,1610,Guillaume Dupré,"Dupré, Guillaume","French, c. 1574 - 1642",French,French,1,artist,artist,,,,,,,bronze//With loop,Samuel H. Kress Collection,"overall (oval, with suspension loop): 6.21 × 4.2 cm (2 7/16 × 1 5/8 in.)
overall (oval, without loop): 5.56 × 4.2 cm (2 3/16 × 1 5/8 in.)
axis: 12:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/b32357a6-10a2-4e03-b3a7-6955bc98a4d0,"https://api.nga.gov/iiif/b32357a6-10a2-4e03-b3a7-6955bc98a4d0/full/!200,200/0/default.jpg"
4769,45307,Young Louis and Minerva [reverse],Sculpture,2091,1610,Guillaume Dupré,"Dupré, Guillaume","French, c. 1574 - 1642",French,French,1,artist,artist,,,,,,,bronze//With loop,Samuel H. Kress Collection,"overall (oval, with suspension loop): 6.21 × 4.2 cm (2 7/16 × 1 5/8 in.)
overall (oval, without loop): 5.56 × 4.2 cm (2 3/16 × 1 5/8 in.)
axis: 12:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/484f87c2-5a7f-47f0-b70b-4b3235b8b429,"https://api.nga.gov/iiif/484f87c2-5a7f-47f0-b70b-4b3235b8b429/full/!200,200/0/default.jpg"
4769,45322,"Antoine Coëffier, called Antoine Ruzé, 1581-1632, Baron Longjumeau 1621 and Marquess of Effiat 1624 [obverse]",Sculpture,2295,1629,Jean Warin,"Warin, Jean","Flemish, 1607 - 1672",Flemish,Flemish,1,artist,medalist,,,,,,,bronze,Samuel H. Kress Collection,"overall (diameter): 6.57 cm (2 9/16 in.)
gross weight: 117.07 gr (0.258 lb.)
axis: 12:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/4ae54a7d-a095-4670-8221-cc8ba958d9f7,"https://api.nga.gov/iiif/4ae54a7d-a095-4670-8221-cc8ba958d9f7/full/!200,200/0/default.jpg"
4769,45323,Hercules Helping Atlas to Bear the Globe [reverse],Sculpture,2295,1629,Jean Warin,"Warin, Jean","Flemish, 1607 - 1672",Flemish,Flemish,1,artist,medalist,,,,,,,bronze,Samuel H. Kress Collection,"overall (diameter): 6.57 cm (2 9/16 in.)
gross weight: 117.07 gr (0.258 lb.)
axis: 12:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/6b25cdc1-ad29-4d25-8d59-b068e5315069,"https://api.nga.gov/iiif/6b25cdc1-ad29-4d25-8d59-b068e5315069/full/!200,200/0/default.jpg"
4769,45327,"Jacques Boyceau de la Barauderie, c. 1562-1633/1638, Intendant des Jardins under Louis XIII [obverse]",Sculpture,2090,1624,Abraham Dupré,"Dupré, Abraham","French, 1604 - 1647",French,French,1,artist,artist,,,,,,,bronze,Samuel H. Kress Collection,"overall (diameter): 7.18 cm (2 13/16 in.)
gross weight: 78.11 gr (0.172 lb.)
axis: 12:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/12d5fa05-dce3-488d-ac9c-cbcc4b40c2a0,"https://api.nga.gov/iiif/12d5fa05-dce3-488d-ac9c-cbcc4b40c2a0/full/!200,200/0/default.jpg"
4769,85206,Mounted Traveller [reverse],Sculpture,12869,1727,Ferdinand de Saint-Urbain,"Saint-Urbain, Ferdinand de","French, 1658 - 1738",French,French,1,artist,medalist,,,,,,,bronze,Gift of Karl Lunde,"overall (diameter): 6.36 cm (2 1/2 in.)
gross weight: 7.62 gr (0.017 lb.)
axis: 12:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/01b5eae1-23c3-40ed-bc70-e80c2432fcec,"https://api.nga.gov/iiif/01b5eae1-23c3-40ed-bc70-e80c2432fcec/full/!200,200/0/default.jpg"
4769,93375,"Marie-Antoinette, 1755-1793, Queen of France 1774",Sculpture,17247,1781,Benjamin Duvivier,"Duvivier, Benjamin","French, 1730 - 1819",French,French,1,artist,medalist,,,,,,,silver,Gift of Mark Wilchusky in honor of Douglas Lewis and Sir John Pope-Hennessy,"overall (diameter): 7.3 cm (2 7/8 in.)
gross weight: 54.51 gr (0.055 kg)",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/952a44b2-6047-4cb1-9f48-25f9ed5c000f,"https://api.nga.gov/iiif/952a44b2-6047-4cb1-9f48-25f9ed5c000f/full/!200,200/0/default.jpg"
